SiO2,TiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,Sr87Sr86,Nd143Nd144,Pb206Pb204,Pb207Pb204,Pb208Pb204,La,Ce,Nd,Sm,Gd,Yb,Lu,Ba,Hf,Nb,Rb,Sr,Ta,Th,Y,Zr,Class
50.45417844,0.989099717,18.12676625,12.03068228,5.137262818,10.0827614,2.58377069,0.595478401,0.703533,0.513059,18.576,15.536,38.23,5.65,12.46,10.36,2.88,3.21,2.0,0.31,205.09,1.33,1.82,9.0,469.0,0.12,0.44,20.79,47.39,CA
54.67078189,1.069958848,18.03497942,10.0,3.816872428,7.962962963,3.5185185189999997,0.9259259259999999,0.703603,0.513022,18.58,15.53,38.211,9.07,19.54,15.91,4.26,4.69,3.0,0.47,349.87,1.95,2.81,16.0,496.0,0.16,0.62,29.87,73.79,CA
56.22902471,0.986474118,18.11247839,9.020644768,3.2441777689999998,7.627377199,3.752669582,1.0271534629999999,0.7035899999999999,0.513011,18.635,15.556,38.3,9.7,20.84,16.61,4.39,4.73,3.02,0.46,386.43,2.09,3.71,19.0,496.0,0.23,0.71,29.24,79.75,CA
62.63168767,0.753976451,16.43255526,6.382978723,2.768023136,5.763272051,3.6459409210000002,1.621565792,0.703751,0.51302,18.704,15.554,38.376999999999995,12.18,25.09,16.3,4.14,4.2,2.85,0.45,631.7,3.17,4.67,29.0,365.0,0.31,1.54,26.02,126.79,CA
46.3248401,0.671070567,14.53287197,13.00199224,11.45014155,12.24703785,1.405054,0.366991716,0.703843,0.512996,18.655,15.503,38.238,4.2,8.9,7.15,2.14,2.27,1.37,0.19,297.47,0.71,0.71,4.0,444.0,0.02,0.34,14.04,17.0,CA
68.86971164,0.44201220799999996,15.16522837,4.188591875,1.08398232,3.599242265,3.778151968,2.873079352,0.7042689999999999,0.513022,18.73,15.538,38.357,14.52,31.22,17.55,4.07,4.13,3.02,0.47,1560.6,5.32,6.5,87.0,399.0,0.36,4.85,26.83,203.11,CA
53.44845631,0.847723705,19.08948195,9.942438514,4.123495552,9.356357928,2.522239665,0.669806384,0.703864,0.512997,18.628,15.538,38.282,5.42,12.42,9.51,2.62,2.97,1.82,0.27,391.84,1.08,1.36,8.0,572.0,0.08,0.53,17.74,34.63,CA
48.79869134,0.8792556999999999,21.02034557,10.91912892,4.0691135880000004,11.440548,2.351497802,0.521419078,0.703749,0.512995,18.822,15.55,38.492,4.98,11.39,8.43,2.41,2.78,1.71,0.26,406.87,1.05,1.51,4.0,545.0,0.08,0.66,16.61,33.54,CA
58.67725421,0.658238429,17.81423049,6.582384286,3.6359837010000002,6.885382927999999,3.406122662,2.340403302,0.7037800000000001,0.51298,19.111,15.575,38.809,27.42,51.75,22.33,4.28,4.37,1.37,0.2,988.91,2.48,8.03,37.0,1014.0,0.45,4.07,13.9,101.0,CA
53.95630814,0.700324031,18.82512804,8.832444863,4.201944183,8.529319536000001,3.208947423,1.745583778,0.703737,0.5129859999999999,18.961,15.519,38.653,22.96,43.3,23.21,4.72,4.53,1.68,0.25,964.0,1.67,4.33,24.0,1105.0,0.23,1.48,17.11,51.0,CA
48.24647657,0.95050803,18.03780181,11.19851415,6.555227793999999,10.88167814,2.480061182,1.649732328,0.703512,0.5129670000000001,19.039,15.574000000000002,38.775,37.47,70.83,39.24,7.73,6.96,1.77,0.25,1090.65,2.22,5.53,8.0,1629.0,0.26,3.91,19.5,60.0,CA
47.86476868,0.900146535,18.87167678,11.29369897,6.280092108,12.18337869,2.114297676,0.491940548,0.703711,0.513019,18.772000000000002,15.54,38.418,7.11,14.34,10.3,2.76,3.0,1.68,0.26,417.94,1.22,2.38,4.0,528.0,0.12,0.85,18.15,47.22,CA
53.11534775,1.5443604219999998,15.04952604,14.20811588,3.8342741510000002,7.956118862,3.291085313,1.0011715840000002,0.703763,0.513021,18.702,15.532,38.308,10.41,22.44,20.0,5.93,6.69,4.45,0.69,696.59,3.1,4.56,13.0,376.0,0.25,1.33,42.82,107.33,CA
48.97427887,0.833072998,19.81672394,11.28813912,5.123398938,10.73622826,2.467978757,0.7601791109999999,0.703914,0.5129560000000001,18.869,15.527000000000001,38.553000000000004,15.12,29.63,19.18,4.41,4.23,1.92,0.29,635.97,1.36,2.54,10.0,802.0,0.09,1.57,21.31,57.54,CA
50.73619632,0.858895706,19.83640082,10.57259714,4.0593047030000005,10.25562372,2.678936605,1.00204499,0.703947,0.513,18.926,15.547,38.643,18.05,35.97,21.64,4.79,4.51,1.78,0.27,568.51,1.5,3.88,15.0,850.0,0.15,1.8,20.42,66.44,CA
49.78989443,0.8711694170000001,19.70892692,11.06897612,4.786307267,10.14656144,2.66475351,0.9634108840000001,0.703868,0.512971,18.914,15.537,38.603,17.13,30.13,16.94,3.65,3.53,1.69,0.26,837.84,1.34,1.92,12.0,883.0,0.09,4.69,17.89,51.09,CA
50.75413223,0.867768595,18.73966942,10.18595041,4.741735537,10.02066116,2.458677686,2.2314049590000002,0.703817,0.5129819999999999,19.136,15.572000000000001,38.89,52.72,95.5,45.19,7.74,6.75,2.09,0.21,1025.92,2.62,6.69,38.0,1046.0,0.31,10.88,19.56,128.0,CA
45.92508747,0.9466968509999999,16.67009673,12.81127804,8.931878987000001,11.88516156,1.8933937019999998,0.9364066679999999,0.703922,0.5129859999999999,18.949,15.536,38.677,40.52,79.61,41.72,7.88,6.97,1.75,0.22,654.7,1.75,5.91,36.0,1095.0,0.22,4.93,20.7,104.0,CA
47.44195603,1.058146702,18.35833162,11.77316622,6.636531744,11.02321759,2.393671666,1.314978426,0.703752,0.512991,18.873,15.557,38.575,11.68,24.77,16.55,4.08,4.12,1.83,0.27,675.61,1.48,2.55,30.0,869.0,0.12,1.51,19.61,55.51,CA
47.51613234,2.919184677,16.95175663,12.07620608,5.674485302000001,9.095564888,3.3801085730000002,2.386561508,0.703457,0.513004,18.948,15.56,38.601,37.07,79.78,43.39,8.65,7.75,1.84,0.25,1661.68,5.48,53.15,38.0,908.0,2.99,2.66,25.55,252.0,CA
46.07631389,2.221536563,15.08793582,11.971613699999999,9.739792245,10.28489149,3.404299085,1.213617196,0.703163,0.513018,18.988,15.567,38.684,31.63,57.81,27.85,6.01,6.1,1.78,0.25,517.68,4.09,35.35,16.0,890.0,2.0,2.65,23.7,164.0,CA
47.69355822,2.3978866080000003,13.96057712,12.21296484,10.29262345,9.743954481,2.804308067,0.89412721,0.7032229999999999,0.51303,18.956,15.567,38.643,24.08,41.52,24.3,5.81,6.46,2.25,0.33,395.42,4.14,31.2,12.0,644.0,1.94,1.65,37.6,163.0,CA
54.11691524,0.888221588,18.37368325,8.945814977000001,4.729544831,7.994204852,3.761190187,1.1904250809999999,0.7039459,0.5129176,18.67734783,15.5885261,38.42015285,11.31208262,24.89921671,15.60465493,3.826721824,3.8445776289999998,1.9916666669999998,0.3015,570.6133091,3.129501696,3.4592833689999996,22.54583657,570.1497168999999,0.2026,2.158,22.56780297,124.4641443,CA
52.12084531,1.02572157,18.95353031,9.335844983,4.849768684,9.100112694,3.687773763,0.9264026870000001,0.7040163,0.5128595,18.65166193,15.58724937,38.38070134,10.24495068,22.89174098,14.45025987,3.4564213539999997,3.4936773260000002,1.7530000000000001,0.2621,509.8523006,2.513560539,4.247900533,13.53575886,652.5053374,0.2311,1.159,19.66516575,100.63250079999999,CA
51.43650396,0.989631528,18.96505184,9.362793629,5.300396664,9.496805088,3.614518136,0.8342991559999999,0.7039959,0.512863167,18.66822045,15.60562468,38.46125038,9.631837801,22.14556734,13.66036993,3.298515105,3.299618684,1.6756666669999998,0.2491,481.20821169999994,2.332861496,3.987579783,12.48049763,662.4770497999999,0.2154,1.093,18.969511699999998,92.62273578,CA
51.5670956,0.9840677940000001,18.96760266,9.365273616,5.333015147,9.443202504,3.520877713,0.818864968,0.7040258,0.5128628,18.67224142,15.60188668,38.44901031,9.318877578,21.38553039,13.27489119,3.2074577360000003,3.1873849589999996,1.607,0.2425,458.7476052,2.318275522,4.76934273,12.25383724,638.1985041,0.606,1.047,18.12731424,90.31521084,CA
52.79040648,0.87222629,18.675296399999997,9.270679405,5.418828218,8.363538911000001,3.723073867,0.885950426,0.7040145999999999,0.5128895,18.70113944,15.60367502,38.4834422,8.402854697,19.3450141,13.00247878,3.258723115,3.318558298,1.575666667,0.2369,456.5295408,2.640384744,2.8085848369999997,13.25557785,569.6354978999999,0.1505,0.9269,18.71654815,104.014768,CA
52.81746105,0.882634312,18.71302207,9.29379934,5.403849999,8.274836994,3.708769966,0.9056262629999999,0.7039390999999999,0.5129066,18.70866784,15.61332873,38.516304299999994,8.463030431,19.58596477,13.081216900000001,3.2872747010000003,3.362943182,1.597666667,0.2385,464.62319119999995,2.65032485,2.8343334510000004,13.6761984,568.5364722,0.1546,0.9377,18.53719471,104.59918940000001,CA
53.22772965,0.883447795,18.51337528,9.159834368,5.399967481,8.077506145,3.7783194019999997,0.9598198729999999,0.7039420999999999,0.51290295,18.69625018,15.59785535,38.46263903,8.584402034,20.004936899999997,13.285372099999998,3.3425643210000002,3.3524976910000004,1.609,0.2438,502.8827115,2.761326087,2.9963506019999997,13.54736096,563.596408,0.1629,0.9824,18.17805073,110.8704102,CA
52.49384873,0.903604923,18.67911205,9.311409807999999,5.57109359,8.47525195,3.6831849389999998,0.882494012,0.7039314999999999,0.5128964,18.7030434,15.61989676,38.54045674,8.580554068,19.762069600000004,13.27309101,3.356405543,3.370283872,1.5623333330000002,0.2354,456.3189017,2.5627169519999997,2.786745575,12.93673586,565.6389311,0.1613,0.9158,18.35637479,98.66036611,CA
54.29679609,0.828475837,18.66000907,8.747933733,4.690470534,7.707976607999999,3.9916540639999996,1.076684067,0.7039196,0.5128997999999999,18.70927319,15.60767437,38.50484459,9.020959852,21.36537591,13.98766264,3.427323772,3.350306986,1.601666667,0.2441,540.8314845,3.066427188,3.1412725289999996,13.645721900000002,572.0043877999999,0.1707,1.1340000000000001,17.89475232,122.56092029999999,CA
54.32937206,0.864313535,18.83064419,8.758730489,4.404790955,7.91002571,3.8073821289999996,1.094740933,0.7039772,0.5129117,18.67746977,15.57827253,38.39597607,9.56662342,21.5438564,13.79602301,3.4287304880000002,3.40433103,1.847666667,0.2789,610.5802575,3.045961021,3.289076886,15.97296875,552.0067121000001,0.1901,1.4869999999999999,19.42246891,121.5953307,CA
54.36019208,0.8678463190000001,18.80330009,8.831152318,4.307042642,7.826465285,3.8833637039999997,1.120637568,0.7039884,0.5128942,18.72202532,15.6189768,38.54286928,10.58921891,23.52332038,14.66580005,3.5797381,3.573741971,1.9369999999999998,0.2944,575.1562367,3.080397534,3.367556708,19.64035647,559.6056319,0.1917,1.6640000000000001,20.83328803,122.8345922,CA
55.22788775,0.8721907529999999,18.80055736,8.702787402,3.883717317,7.575466501,3.7607632719999997,1.1766296509999998,0.7038220000000001,0.5129016,18.66392805,15.59112958,38.42072486,11.66692084,25.40863239,15.4924187,3.758020674,3.756407762,2.107333333,0.3184,566.7942918,3.153424435,3.413578075,22.28815877,554.8455064,0.2005,2.49,22.41932653,125.3563382,CA
54.97459747,0.7566370309999999,18.58477165,8.402283639,4.331094731,7.486712691,4.331094731,1.132808063,0.7038626,0.512921,18.69950786,15.59882237,38.4603473,10.38,22.84,14.3,3.4305,3.3819999999999997,1.831,0.2853,543.0,3.063,3.338,19.2,561.0,0.1785,1.172368297,19.37,130.9,CA
56.23072251,0.803734775,18.75133725,7.985901035,3.9010656360000002,7.160028945,3.970773135,1.196436714,0.7039675,0.5128811,18.70879824,15.592498999999998,38.44825218,10.91,23.88,14.33,3.383,3.3480000000000003,1.771,0.2722,552.2,3.3760000000000003,3.6719999999999997,21.63,523.8,0.203,1.190641907,18.88,145.5,CA
53.289449100000006,0.9160716179999999,19.11797803,9.012910814,4.55868734,8.723421368,3.34911578,1.0323659440000001,0.7039885,0.5128640999999999,18.69096928,15.59950148,38.47144207,7.64479946,16.85993062,11.91467428,3.042856258,3.121019337,1.597,0.2402,498.2931836,2.634800957,2.959389713,13.17712421,540.7498618,0.1746,1.206,17.16658974,102.2809599,CA
48.85775206,1.066098081,18.16428064,12.18397807,6.8636409789999995,9.686262565,2.578942025,0.599045588,0.703852,0.512885,18.625,15.564,38.321,7.48,17.5,11.9,3.01,3.16,1.67,0.25,301.0,1.93,2.46,8.81,560.0,0.14,0.7,18.0,73.5,CA
56.15075377,0.72361809,19.03517588,8.251256281,3.2462311560000003,7.527638191,3.879396985,1.185929648,0.703824,0.512925,18.62,15.547,38.268,10.1,22.3,14.5,3.4,3.37,1.56,0.24,519.0,2.85,2.89,24.0,584.0,0.15,1.67,18.2,110.0,CA
53.510724399999994,1.031970862,18.9194658,9.550789154,3.966005666,8.205180089,3.682719547,1.133144476,0.703951,0.51286,18.647000000000002,15.565999999999999,38.345,13.2,29.7,16.8,3.72,3.54,1.64,0.24,547.0,3.22,3.46,21.3,579.0,0.21,1.58,18.0,130.0,CA
51.52210799,1.30751572,17.79618724,11.49815351,4.3816748180000005,8.603653058999999,3.802774728,1.087932927,0.703823,0.512908,18.628,15.556,38.3,13.7,30.7,20.7,5.11,5.24,2.56,0.38,543.0,3.21,4.18,18.5,519.0,0.21,2.02,28.4,120.0,CA
55.99483461,0.745008443,19.02254892,8.155359094,3.536306745,7.589152677,3.883977352,1.0728121590000002,0.703863,0.5129279999999999,18.665,15.554,38.313,10.1,22.8,15.3,3.67,3.74,2.08,0.32,521.0,3.41,3.12,17.4,542.0,0.18,0.92,20.9,135.0,CA
54.86500255,0.825267448,18.07437596,8.884360672,4.788588895,7.773815588,3.739174733,1.049414162,0.703872,0.512911,18.666,15.554,38.319,9.01,21.2,13.7,3.33,3.39,1.92,0.3,475.0,3.07,2.82,17.6,496.0,0.16,1.05,19.7,123.0,CA
58.18071436,0.7892340379999999,16.97865021,7.710209451,3.946170191,6.6073054739999995,3.7134473339999996,2.0742689469999998,0.703859,0.5128739999999999,18.664,15.575,38.381,13.5,28.9,16.5,3.74,3.73,1.98,0.3,665.0,3.95,3.96,47.3,424.0,0.24,4.55,19.9,140.0,CA
52.19204557,1.01719052,18.69596175,9.673481843,5.0249211680000005,8.971620384,3.427932052,0.996846709,0.704046,0.512824,18.680999999999997,15.579,38.412,10.1,23.0,14.2,3.27,3.26,1.38,0.2,457.0,2.62,3.01,18.4,603.0,0.18,1.28,16.1,99.1,CA
53.72724499,0.8237567379999999,17.38025018,9.346079527999999,5.267975186,8.949455914,3.264517441,1.240720024,0.703643,0.512917,18.634,15.556,38.304,9.96,22.1,13.8,3.27,3.24,1.73,0.26,458.0,2.74,2.44,23.0,581.0,0.15,2.29,18.3,104.0,CA
53.61702128,0.9302325579999999,20.6630381,8.273132112999999,2.919346858,8.748144482999999,3.948540327,0.900544285,0.7037899999999999,0.512959,18.602,15.545,38.243,8.33,19.0,13.7,3.53,3.73,2.05,0.31,472.0,2.37,2.01,12.7,605.0,0.13,0.98,20.7,84.1,CA
53.28647793,0.93050881,20.58008315,8.562660859,3.177588596,8.780439517000001,3.80122748,0.8810136609999999,0.703824,0.512949,18.605999999999998,15.548,38.257,7.91,18.1,13.2,3.37,3.56,1.95,0.29,453.0,2.27,1.93,11.5,605.0,0.13,0.93,19.8,81.0,CA
49.76062238,1.336525035,18.4021544,10.33313385,6.064232994,9.91422302,3.5906642730000002,0.598444045,0.703401,0.512968,18.612000000000002,15.547,38.244,8.98,21.6,14.4,3.76,4.11,2.14,0.32,234.0,2.77,4.38,6.12,515.0,0.23,0.69,24.9,129.0,CA
51.24847747,1.3499796999999998,17.74259034,9.713763703,6.323589119,8.952496955,3.6134794969999997,1.055623224,0.703604,0.512917,18.67,15.567,38.352,13.8,30.2,18.9,4.55,4.87,2.64,0.4,405.0,3.55,8.97,10.8,509.0,0.57,1.21,27.3,155.0,CA
53.162650600000006,1.395582329,17.36947791,10.03012048,5.2208835339999995,7.319277108,4.026104418,1.4759036140000001,0.703697,0.512881,18.655,15.571,38.351,24.3,43.9,29.5,6.9,7.34,3.6,0.53,549.0,4.37,12.2,14.3,496.0,0.61,1.42,40.6,181.0,CA
53.92691714,1.4719505919999998,17.21049923,9.974266598,4.261451364,8.039114771,3.129181678,1.986618631,0.704071,0.512813,18.692999999999998,15.582,38.423,25.1,54.8,32.0,6.91,6.58,2.97,0.44,719.0,5.38,11.2,43.6,589.0,0.58,2.16,32.6,230.0,CA
49.74959936,1.211939103,17.94871795,10.18629808,7.241586538,9.595352564,3.235176282,0.831330128,0.703633,0.51293,18.669,15.577,38.367,12.2,27.5,16.7,3.98,4.17,2.1,0.31,335.0,2.93,6.75,10.7,537.0,0.35,1.14,23.5,137.0,CA
50.23918676,1.1162049029999999,17.48056608,10.19533586,6.896551724,9.657165637,2.930037871,1.4849511659999999,0.704154,0.51288,18.636,15.568,38.336999999999996,15.9,34.3,22.3,5.25,5.35,2.34,0.35,476.0,3.22,5.43,39.6,585.0,0.25,1.38,28.4,139.0,CA
50.68972411,1.319472211,18.53258697,11.07556977,5.107956817,8.826469412,3.558576569,0.8896441420000001,0.70411,0.512831,18.672,15.579,38.404,12.0,26.9,17.6,4.32,4.4,2.14,0.32,403.0,2.78,5.0,12.7,611.0,0.24,1.09,25.0,116.0,CA
54.89015949,1.233824857,15.79897683,11.99719129,3.4707593539999997,7.38288695,3.460728258,1.765472966,0.703886,0.513009,18.535,15.523,38.143,13.5,31.2,23.0,5.98,6.25,3.44,0.52,853.0,3.81,3.12,37.7,426.0,0.2,2.2,34.4,133.0,CA
55.19215045,1.236713001,15.63777596,11.8152085,3.4035159439999996,7.185200327,3.567048242,1.962387572,0.703871,0.51299,18.535999999999998,15.526,38.157,13.9,32.5,23.2,5.98,6.25,3.33,0.5,834.0,3.8,3.68,43.6,417.0,0.17,2.55,38.3,147.0,CA
53.71724558,0.954702417,17.86512289,10.55250863,4.032094251,7.840747512,3.3719276860000003,1.665651026,0.703689,0.512997,18.637999999999998,15.561,38.313,14.0,31.5,20.3,4.93,5.05,2.88,0.44,586.0,4.13,3.21,47.8,474.0,0.24,4.19,27.2,147.0,CA
55.63101875,1.236695388,16.20881906,11.61682717,2.797769894,7.085656361,3.7202230110000003,1.70299037,0.703788,0.512996,18.573,15.550999999999998,38.243,14.1,33.9,25.0,6.63,7.33,4.57,0.68,799.0,5.11,3.22,38.9,377.0,0.22,2.57,42.9,170.0,CA
51.04816443,1.227119337,18.30453012,10.19531649,5.6447489520000005,9.162491052,3.384804172,1.032825442,0.703871,0.512944,18.601,15.556,38.274,13.8,31.6,20.2,4.66,4.76,2.47,0.37,452.0,3.2,6.42,17.6,634.0,0.41,1.23,24.7,126.0,CA
50.20506152,0.810243073,18.62558768,11.03330999,6.22186656,10.10303091,2.470741222,0.530159048,0.703846,0.5130060000000001,18.537,15.530999999999999,38.173,5.55,12.9,10.0,2.78,3.05,1.76,0.26,384.0,1.51,1.47,8.16,450.0,0.07,0.71,20.1,56.0,CA
51.06788328,0.982653164,18.98124937,11.01975333,4.201343628,10.25769578,2.7574451019999997,0.7319763359999999,0.7038810000000001,0.513008,18.516,15.520999999999999,38.126,6.3,14.7,11.1,3.11,3.43,1.9,0.29,427.0,1.64,1.57,13.9,506.0,0.07,0.82,22.9,63.6,CA
51.22536761,1.030309093,18.74562369,11.03330999,4.171251375,10.13303991,2.8408522560000002,0.820246074,0.703816,0.513009,18.519000000000002,15.529000000000002,38.153,7.41,17.3,13.3,3.63,3.96,2.18,0.32,487.0,1.98,1.91,16.7,505.0,0.09,1.0,26.4,77.0,CA
59.31910569,0.904471545,17.36788618,8.018292683,2.530487805,5.680894309,4.644308943,1.534552846,0.703863,0.513007,18.502,15.530999999999999,38.139,11.4,27.0,19.8,5.2,5.56,3.0,0.45,809.0,3.04,2.74,30.3,526.0,0.13,1.97,34.8,115.0,CA
53.90141688,0.848134105,18.4494113,9.509080024,4.21073638,8.181999601000001,3.711833965,1.187387747,0.703643,0.513005,18.663,15.554,38.306999999999995,7.94,17.1,11.2,2.95,3.15,1.83,0.28,470.0,1.91,1.6,29.4,462.0,0.09,2.19,21.1,75.0,CA
53.06081555,0.871656147,18.87586414,9.918845807,4.137861938,8.486123635,3.596833985,1.051998798,0.704154,0.513001,18.654,15.546,38.285,7.42,16.5,11.1,2.86,3.14,1.94,0.3,456.0,1.93,1.24,23.5,467.0,0.1,1.97,18.0,59.9,CA
58.69130869,1.1688311690000002,15.31468531,10.80919081,2.267732268,5.534465534,4.075924076000001,2.137862138,0.703824,0.512998,18.567999999999998,15.527000000000001,38.173,16.4,38.7,28.3,7.48,8.16,4.95,0.74,939.0,5.55,3.8,47.8,353.0,0.25,2.92,48.6,195.0,CA
58.94757784,1.163831692,15.28896847,10.73311449,2.208296031,5.48095096,4.038595443999999,2.138665075,0.703824,0.513009,18.569000000000003,15.529000000000002,38.176,16.5,38.9,28.3,7.5,8.15,4.95,0.75,951.0,5.54,3.15,47.1,353.0,0.16,2.92,48.6,197.0,CA
51.37596115,0.9611493320000001,17.44233104,9.864427357,6.940509915,9.874544719,2.812626467,0.72845002,0.703708,0.5130020000000001,18.562,15.538,38.189,9.89,22.3,15.3,3.73,3.88,2.08,0.32,436.0,2.46,3.03,12.8,534.0,0.19,0.9,21.3,92.8,CA
54.38844561,1.02009898,17.78608221,9.221290779,4.524795475,7.908292092000001,3.545096455,1.605898394,0.7038439999999999,0.5129,18.648,15.557,38.318000000000005,20.4,41.0,25.7,5.59,5.73,2.91,0.46,653.0,4.42,6.88,23.7,548.0,0.29,1.23,39.1,205.0,CA
53.14783305,1.151035932,17.79601641,9.418476629,5.60504454,8.19737764,3.433089781,1.251126013,0.703801,0.512879,18.662,15.565999999999999,38.349000000000004,16.4,37.5,23.4,5.23,5.22,2.61,0.39,521.0,4.26,7.29,17.5,564.0,0.43,1.22,26.9,183.0,CA
53.13035588,1.189636052,17.64290755,9.436435125,5.373525557000001,8.196390765,3.740296401,1.290452667,0.703785,0.512878,18.657,15.565,38.347,16.8,38.1,23.1,5.23,5.2,2.55,0.38,494.0,4.21,8.43,19.3,555.0,0.38,1.37,29.6,194.0,CA
52.03844208,1.345472939,17.85533637,10.13657056,5.189681335,8.265048053,3.611532625,1.557916034,0.703716,0.512905,18.657,15.565,38.338,17.3,38.0,22.8,5.28,5.31,2.56,0.39,523.0,4.04,13.0,19.9,581.0,0.58,1.48,31.4,201.0,CA
51.73149182,1.320199045,17.85315324,9.799939067999999,5.280796182,9.190616431,3.6457804410000003,1.178023764,0.703753,0.512875,18.666,15.575,38.378,16.7,39.4,24.7,5.51,5.49,2.8,0.42,450.0,4.54,7.95,15.6,580.0,0.48,1.08,27.9,189.0,CA
49.94927977,1.105700954,17.35646176,10.23534185,7.709474537999999,9.738283628,3.053357679,0.852099817,0.703615,0.512971,18.577,15.546,38.225,9.64,22.1,14.9,3.65,3.86,2.18,0.33,390.0,2.63,3.96,12.0,518.0,0.27,1.17,21.1,95.2,CA
58.27967807,0.83501006,18.30985915,7.927565392000001,2.595573441,6.589537223,4.53722334,0.92555332,0.703815,0.512999,18.527,15.529000000000002,38.162,9.71,21.8,16.3,4.3,4.62,2.65,0.4,636.0,2.28,3.47,12.6,541.0,0.15,0.82,29.1,90.0,CA
50.64789307,0.8876645240000001,18.5899398,10.87644118,5.315784104,9.703091521000001,3.1119273539999996,0.867258443,0.703743,0.5129819999999999,18.593,15.539000000000001,38.221,13.2,24.2,13.6,3.21,3.33,1.82,0.27,481.0,1.87,14.8,19.6,584.0,0.75,2.75,18.5,69.6,CA
52.57721621,0.9025270759999999,19.20377056,10.60970718,3.3393501810000004,9.255916566,3.249097473,0.8624147609999999,0.7038439999999999,0.5130020000000001,18.525,15.527999999999999,38.156,7.84,17.3,12.3,3.25,3.49,1.99,0.3,564.0,1.94,2.77,13.2,544.0,0.13,0.84,22.6,77.8,CA
51.964051299999994,0.9492073109999999,18.50954256,11.44097748,3.8271230939999996,9.320407957,3.3424214880000003,0.646268807,0.703811,0.512994,18.525,15.533,38.168,9.7,15.2,14.6,3.87,4.73,2.44,0.37,462.0,1.48,2.19,7.81,527.0,0.1,0.51,39.4,58.9,CA
51.74818108,1.141875505,18.0982215,10.27687955,5.466855295,9.054163297999999,3.061843169,1.151980598,0.704006,0.512827,18.659000000000002,15.567,38.367,16.5,34.2,22.1,4.89,4.84,2.11,0.32,554.0,3.29,6.97,16.4,605.0,0.29,1.07,26.4,147.0,CA
49.32983977,1.97520911,17.94820115,10.74271894,5.331049078,9.019449762999999,4.020961403,1.632570795,0.703206,0.512965,18.665,15.555,38.278,24.3,50.5,27.4,6.15,6.25,2.94,0.44,336.0,5.3,29.5,18.4,586.0,1.42,1.91,35.1,278.0,CA
52.89035178,1.069738737,17.0129603,10.32709319,5.410409381,8.784200782000001,2.972639375,1.53260646,0.704078,0.512889,18.668,15.578,38.406,38.1,59.9,50.1,11.9,12.4,5.58,0.81,721.0,3.42,6.52,27.6,535.0,0.35,1.62,73.6,149.0,CA
53.13828710000001,1.052844705,17.7667544,9.900789634,4.565701559,8.908685969,3.107916582,1.559020045,0.7039850000000001,0.5128590000000001,18.680999999999997,15.58,38.421,20.9,44.7,26.1,5.55,5.09,2.14,0.33,685.0,3.94,7.61,27.2,652.0,0.42,1.46,22.3,167.0,CA
50.1383622,2.562262991,16.74695091,12.06313416,4.058624577,7.2973249970000005,4.663318643,2.470021523,0.7030890000000001,0.513021,18.63,15.55,38.227,31.2,66.3,37.0,8.33,8.38,3.69,0.54,408.0,5.62,47.1,22.7,505.0,2.73,2.98,41.7,275.0,CA
48.53656014,1.685799979,17.20963905,10.66294343,6.919019547,9.814872272,3.11304168,2.058123901,0.70287,0.513062,18.714000000000002,15.529000000000002,38.126,33.2,60.8,26.4,5.25,5.15,2.48,0.37,545.0,3.54,61.3,30.4,603.0,3.15,4.45,27.5,185.0,CA
49.22385621,1.68504902,17.61642157,10.35539216,6.270424837,8.619281046000001,3.870506536,2.359068627,0.70273,0.51305,18.730999999999998,15.527000000000001,38.119,35.3,64.1,27.3,5.43,5.36,2.56,0.38,482.0,3.83,64.5,39.3,528.0,3.37,4.93,25.8,196.0,CA
53.83846461,0.8196721309999999,19.79208317,9.216313475,3.5185925630000003,8.716513395,3.078768493,1.019592163,0.70382,0.513008,18.549,15.559000000000001,38.260999999999996,7.7,16.9,11.1,3.0,3.3,1.9,0.32,546.0,1.6,2.0,11.0,517.0,0.1,0.7,19.0,62.0,CA
49.95874875,0.8578273009999999,18.41893383,10.89430733,6.252298639,9.920181307,2.892557876,0.8051449759999999,0.703734,0.512977,18.572,15.545,38.229,11.9,23.2,12.8,3.2,3.3,1.8,0.29,455.0,1.6,10.0,15.0,568.0,0.5,1.9,16.0,66.0,CA
50.75939647,0.864605044,18.95748776,10.70036,5.504751837000001,9.244393031,3.101409097,0.867596757,0.703757,0.512991,18.58,15.557,38.265,14.3,26.2,13.4,3.3,3.3,1.8,0.29,487.0,1.6,14.0,19.0,584.0,0.7,2.6,18.0,65.0,CA
58.01447777,0.155118925,11.60289555,10.20682523,10.34126163,7.621509823999999,1.385729059,0.6721820059999999,0.704833,0.512882,18.595,15.559000000000001,38.326,0.8,1.64,1.12,0.34,0.46,0.57,0.1,31.0,0.55,0.42,14.0,68.0,0.04,0.11,4.8,20.5,IA
52.90002028,0.96329345,13.87142567,15.49381464,4.613668627,9.632934496,2.058406003,0.46643682799999997,0.7033520000000001,0.513063,18.253,15.53,38.201,5.21,13.57,9.69,2.67,2.87,1.75,0.28,150.0,1.65,1.43,9.5,449.0,0.09,0.5,18.8,58.4,IA
60.07428973,0.913562895,16.81558076,7.117759261000001,1.5560686680000002,3.222568015,6.1038048389999995,4.196365827,0.7035600000000001,0.51293,19.46,15.635,39.079,60.5,114.0,59.2,10.5,8.0,3.75,0.61,1131.0,5.53,8.15,62.8,484.0,0.4,11.2,40.6,234.0,IA
